iter	Passed	Remaining
1665	180548	144569
1666	180649	144454
1667	180758	144347
1668	180868	144239
1669	180968	144124
1670	181072	144012
1671	181182	143905
1672	181284	143792
1673	181401	143690
1674	181562	143624
1675	181667	143513
1676	181784	143411
1677	181897	143306
1678	182010	143201
1679	182117	143092
1680	182231	142988
1681	182359	142895
1682	182459	142780
1683	182619	142712
1684	182725	142601
1685	182841	142499
1686	182946	142387
1687	183049	142275
1688	183163	142171
1689	183278	142067
1690	183394	141965
1691	183495	141851
1692	183728	141838
1693	183840	141733
1694	183954	141628
1695	184061	141519
1696	184173	141412
1697	184276	141300
1698	184369	141180
1699	184476	141070
1700	184582	140959
1701	184686	140847
1702	184838	140772
1703	184941	140659
1704	185036	140541
1705	185150	140436
1706	185263	140331
1707	185370	140221
1708	185470	140107
1709	185604	140017
1710	185716	139911
1711	185815	139795
1712	185967	139719
1713	186081	139615
1714	186201	139515
1715	186300	139400
1716	186403	139286
1717	186505	139173
1718	186616	139067
1719	186724	138957
1720	186833	138849
1721	186930	138732
1722	187082	138655
1723	187195	138550
1724	187289	138431
1725	187398	138323
1726	187516	138221
1727	187618	138107
1728	187721	137995
1729	187826	137883
1730	187936	137776
1731	188035	137661
1732	188187	137584
1733	188302	137480
1734	188400	137364
1735	188501	137249
1736	188613	137143
1737	188728	137039
1738	188840	136933
1739	188946	136823
1740	189059	136717
1741	189158	136602
1742	189296	136515
1743	189362	136375
1744	189473	136269
1745	189566	136148
1746	189677	136042
1747	189781	135930
1748	189894	135825
1749	189994	135710
1750	190095	135596
1751	190206	135489
1752	190316	135381
1753	190470	135305
1754	190577	135196
1755	190692	135092
1756	190802	134984
1757	190923	134884
1758	191024	134770
1759	191134	134663
1760	191239	134552
1761	191342	134439
1762	191440	134323
1763	191595	134246
1764	191707	134140
1765	191809	134027
1766	191917	133918
1767	192019	133805
1768	192123	133693
1769	192239	133590
1770	192343	133478
1771	192452	133369
1772	192561	133261
1773	192729	133194
1774	192831	133080
1775	192939	132972
1776	193041	132858
1777	193136	132740
1778	193249	132634
1779	193359	132527
1780	193463	132415
1781	193565	132302
1782	193707	132216
1783	193826	132114
1784	193944	132012
1785	194036	131892
1786	194136	131778
1787	194237	131664
1788	194343	131554
1789	194456	131447
1790	194566	131340
1791	194692	131243
1792	194847	131165
1793	194948	131052
1794	195056	130942
1795	195179	130844
1796	195289	130736
1797	195379	130615
1798	195477	130499
1799	195593	130395
1800	195704	130288
1801	195806	130175
1802	195978	130108
1803	196088	130000
1804	196206	129898
1805	196309	129785
1806	196415	129675
1807	196520	129564
1808	196625	129453
1809	196778	129373
1810	196877	129258
1811	197026	129176
1812	197144	129073
1813	197248	128961
1814	197350	128848
1815	197466	128745
1816	197572	128634
1817	197677	128523
1818	197785	128413
1819	197905	128312
1820	198018	128206
1821	198175	128128
1822	198288	128022
1823	198394	127912
1824	198495	127798
1825	198599	127686
1826	198718	127584
1827	198829	127477
1828	198953	127378
1829	199064	127270
1830	199163	127156
1831	199311	127072
1832	199419	126962
1833	199532	126856
1834	199643	126748
1835	199758	126644
1836	199859	126530
1837	199980	126429
1838	200102	126328
1839	200224	126228
1840	200362	126138
1841	200473	126030
1842	200574	125916
1843	200682	125807
1844	200790	125698
1845	200892	125584
1846	201004	125478
1847	201106	125365
1848	201204	125249
1849	201297	125130
1850	201461	125056
1851	201565	124944
1852	201681	124840
1853	201792	124732
1854	201897	124621
1855	202004	124511
1856	202112	124402
1857	202234	124301
1858	202344	124193
1859	202475	124097
1860	202717	124070
1861	202826	123961
1862	202935	123852
1863	203048	123746
1864	203154	123635
1865	203255	123522
1866	203357	123408
1867	203460	123296
1868	203573	123189
1869	203692	123087
1870	203825	122992
1871	203932	122882
1872	204019	122760
1873	204135	122655
1874	204239	122543
1875	204352	122436
1876	204473	122335
1877	204597	122235
1878	204705	122126
1879	204851	122038
1880	204951	121924
1881	205050	121809
1882	205156	121699
1883	205265	121590
1884	205370	121479
1885	205469	121364
1886	205577	121255
1887	205677	121140
1888	205782	121029
1889	205935	120946
1890	206051	120841
1891	206151	120726
1892	206278	120628
1893	206382	120517
1894	206496	120411
1895	206602	120300
1896	206700	120184
1897	206810	120076
1898	206934	119976
1899	207081	119889
1900	207184	119776
1901	207281	119661
1902	207391	119552
1903	207507	119447
1904	207618	119339
1905	207717	119224
1906	207817	119111
1907	207922	118999
1908	208030	118890
1909	208182	118805
1910	208297	118699
1911	208395	118584
1912	208505	118476
1913	208615	118367
1914	208754	118276
1915	208961	118222
1916	209059	118107
1917	209169	117998
1918	209327	117917
1919	209429	117803
1920	209527	117688
1921	209637	117580
1922	209744	117469
1923	209850	117359
1924	209957	117248
1925	210054	117133
1926	210161	117022
1927	210318	116940
1928	210434	116835
1929	210540	116724
1930	210643	116612
1931	210755	116504
1932	210861	116393
1933	210974	116286
1934	211100	116187
1935	211199	116072
1936	211304	115961
1937	211457	115876
1938	211584	115776
1939	211702	115672
1940	211807	115561
1941	211918	115452
1942	212017	115338
1943	212131	115232
1944	212243	115124
1945	212352	115015
1946	212513	114934
1947	212638	114833
1948	212738	114719
1949	212843	114608
1950	212949	114497
1951	213067	114392
1952	213176	114283
1953	213285	114174
1954	213383	114059
1955	213494	113950
1956	213642	113862
1957	213742	113748
1958	213845	113636
1959	213952	113525
1960	214064	113418
1961	214166	113304
1962	214264	113190
1963	214365	113076
1964	214480	112970
1965	214597	112865
1966	214745	112776
1967	214856	112668
1968	214962	112557
1969	215067	112446
1970	215179	112338
1971	215281	112226
1972	215386	112114
1973	215489	112002
1974	215606	111897
1975	215723	111791
1976	215878	111706
1977	215988	111597
1978	216096	111487
1979	216194	111373
1980	216292	111258
1981	216390	111143
1982	216510	111039
1983	216627	110934
1984	216734	110824
1985	216835	110710
1986	216989	110624
1987	217109	110520
1988	217206	110405
1989	217316	110296
1990	217427	110188
1991	217519	110070
1992	217625	109959
1993	217729	109847
1994	217824	109731
1995	217943	109626
1996	218170	109576
1997	218279	109467
1998	218380	109354
1999	218484	109242
2000	218595	109133
2001	218705	109024
2002	218805	108911
2003	218914	108802
2004	219025	108693
2005	219188	108610
2006	219313	108509
2007	219415	108396
2008	219526	108288
2009	219633	108177
2010	219663	108029
2011	219774	107921
2012	219881	107810
2013	219983	107697
2014	220095	107590
2015	220195	107476
2016	220347	107387
2017	220440	107270
2018	220548	107161
2019	220671	107058
2020	220781	106949
2021	220889	106839
2022	220993	106727
2023	221095	106615
2024	221204	106506
2025	221297	106388
2026	221468	106309
2027	221573	106197
2028	221686	106090
2029	221794	105980
2030	221896	105867
2031	222000	105756
2032	222110	105647
2033	222211	105534
2034	222323	105426
2035	222485	105342
2036	222595	105233
2037	222706	105124
2038	222810	105012
2039	222911	104899
2040	223038	104798
2041	223144	104687
2042	223266	104584
2043	223347	104461
2044	223450	104349
2045	223607	104262
2046	223712	104151
2047	223822	104042
2048	223932	103933
2049	224039	103823
2050	224152	103715
2051	224267	103609
2052	224383	103502
2053	224493	103393
2054	224604	103285
2055	224767	103200
2056	224886	103095
2057	224982	102980
2058	225094	102872
2059	225201	102761
2060	225314	102654
2061	225410	102538
2062	225486	102414
2063	225609	102311
2064	225712	102198
2065	225866	102110
2066	225979	102002
2067	226093	101895
2068	226201	101785
2069	226297	101669
2070	226417	101565
2071	226522	101454
2072	226625	101341
2073	226738	101234
2074	226841	101122
2075	227006	101037
2076	227112	100926
2077	227211	100812
2078	227357	100719
2079	227493	100622
2080	227603	100513
2081	227668	100383
2082	227761	100267
2083	227874	100159
2084	228037	100074
2085	228145	99964
2086	228258	99856
2087	228358	99742
2088	228468	99633
2089	228575	99523
2090	228676	99410
2091	228784	99300
2092	228878	99184
2093	228977	99070
2094	229136	98982
2095	229251	98875
2096	229359	98765
2097	229470	98656
2098	229582	98548
2099	229681	98435
2100	229787	98324
2101	229879	98207
2102	229988	98097
2103	230110	97993
2104	230262	97902
2105	230376	97794
2106	230478	97682
2107	230581	97570
2108	230684	97458
2109	230790	97347
2110	230887	97232
2111	230996	97123
2112	231098	97011
2113	231198	96897
2114	231346	96804
2115	231446	96691
2116	231562	96584
2117	231664	96472
2118	231758	96356
2119	231865	96245
2120	231978	96138
2121	232092	96030
2122	232197	95919
2123	232307	95810
2124	232471	95723
2125	232578	95613
2126	232687	95503
2127	232787	95390
2128	232897	95281
2129	232996	95167
2130	233107	95058
2131	233212	94947
2132	233324	94839
2133	233436	94730
2134	233589	94639
2135	233710	94534
2136	233811	94421
2137	233917	94310
2138	234023	94200
2139	234133	94091
2140	234239	93980
2141	234345	93869
2142	234454	93759
2143	234555	93647
2144	234769	93579
2145	234874	93468
2146	234981	93357
2147	235090	93248
2148	235195	93137
2149	235291	93022
2150	235402	92913
2151	235519	92806
2152	235638	92701
2153	235750	92592
2154	235928	92510
2155	236031	92398
2156	236127	92283
2157	236229	92171
2158	236342	92063
2159	236449	91952
2160	236546	91838
2161	236667	91733
2162	236773	91622
2163	236882	91512
2164	237031	91418
2165	237138	91308
2166	237242	91196
2167	237339	91082
2168	237441	90970
2169	237547	90859
2170	237647	90746
2171	237750	90634
2172	237863	90526
2173	237961	90412
2174	238111	90318
2175	238224	90210
2176	238321	90095
2177	238431	89986
2178	238538	89876
2179	238638	89763
2180	238738	89649
2181	238837	89536
2182	238963	89433
2183	239076	89325
2184	239236	89234
2185	239344	89124
2186	239458	89016
2187	239572	88908
2188	239676	88797
2189	239787	88688
2190	239893	88577
2191	240000	88467
2192	240115	88359
2193	240218	88247
2194	240377	88156
2195	240484	88046
2196	240598	87938
2197	240701	87826
2198	240815	87718
2199	240919	87606
2200	241037	87500
2201	241132	87385
2202	241235	87274
2203	241406	87186
2204	241523	87079
2205	241633	86970
2206	241736	86858
2207	241850	86750
2208	241955	86639
2209	242051	86525
2210	242148	86411
2211	242252	86299
2212	242348	86185
2213	242453	86074
2214	242613	85982
2215	242722	85872
2216	242828	85762
2217	242933	85651
2218	243028	85536
2219	243127	85423
2220	243242	85315
2221	243350	85205
2222	243450	85092
2223	243566	84985
2224	243722	84892
2225	243830	84782
2226	243940	84672
2227	244042	84560
2228	244145	84448
2229	244258	84340
2230	244361	84228
2231	244464	84116
2232	244562	84003
2233	244674	83894
2234	244839	83804
2235	244986	83707
2236	245102	83600
2237	245212	83490
2238	245315	83378
2239	245427	83270
2240	245544	83162
2241	245654	83053
2242	245758	82942
2243	245918	82849
2244	246024	82738
2245	246128	82627
2246	246233	82516
2247	246334	82403
2248	246441	82293
2249	246548	82182
2250	246647	82069
2251	246748	81957
2252	246853	81846
2253	247005	81750
2254	247123	81644
2255	247216	81528
2256	247316	81416
2257	247419	81304
2258	247526	81193
2259	247630	81082
2260	247738	80972
2261	247852	80864
2262	247961	80754
2263	248119	80660
2264	248228	80550
2265	248328	80438
2266	248426	80324
2267	248532	80214
2268	248635	80102
2269	248827	80019
2270	248929	79907
2271	249035	79796
2272	249268	79726
2273	249382	79618
2274	249493	79508
2275	249591	79395
2276	249700	79285
2277	249747	79156
2278	249865	79049
2279	249975	78939
2280	250080	78828
2281	250191	78719
2282	250304	78610
2283	250463	78516
2284	250579	78409
2285	250682	78297
2286	250788	78186
2287	250912	78081
2288	251009	77967
2289	251107	77854
2290	251210	77742
2291	251321	77633
2292	251430	77523
2293	251597	77431
2294	251709	77322
2295	251810	77210
2296	251904	77095
2297	252010	76985
2298	252112	76873
2299	252224	76764
2300	252320	76650
2301	252428	76540
2302	252546	76432
2303	252721	76342
2304	252819	76229
2305	252922	76118
2306	253021	76005
2307	253119	75891
2308	253230	75782
2309	253335	75671
2310	253440	75560
2311	253547	75450
2312	253660	75341
2313	253823	75247
2314	253933	75137
2315	254036	75026
2316	254159	74920
2317	254268	74810
2318	254383	74702
2319	254485	74590
2320	254592	74480
2321	254715	74374
2322	254876	74279
2323	254984	74169
2324	255099	74061
2325	255210	73951
2326	255329	73844
2327	255460	73741
2328	255564	73629
2329	255680	73521
2330	255797	73414
2331	255913	73306
2332	256071	73210
2333	256161	73095
2334	256265	72983
2335	256376	72874
2336	256494	72766
2337	256603	72656
2338	256711	72546
2339	256820	72436
2340	256926	72325
2341	257036	72216
2342	257200	72121
2343	257317	72013
2344	257435	71906
2345	257541	71795
2346	257639	71682
2347	257751	71573
2348	257856	71462
2349	257960	71350
2350	258069	71240
2351	258223	71143
2352	258352	71038
2353	258456	70927
2354	258574	70819
2355	258687	70710
2356	258790	70599
2357	258902	70489
2358	259009	70379
2359	259121	70270
2360	259228	70159
2361	259397	70065
2362	259504	69955
2363	259601	69842
2364	259700	69729
2365	259810	69619
2366	259919	69509
2367	260032	69400
2368	260133	69288
2369	260244	69178
2370	260343	69066
2371	260500	68968
2372	260614	68860
2373	260710	68746
2374	260816	68635
2375	260925	68525
2376	261040	68417
2377	261157	68309
2378	261290	68205
2379	261417	68100
2380	261614	68013
2381	261723	67903
2382	261820	67789
2383	261922	67677
2384	262029	67567
2385	262123	67453
2386	262221	67340
2387	262327	67229
2388	262437	67119
2389	262544	67009
2390	262770	66929
2391	262877	66818
2392	262989	66709
2393	263106	66600
2394	263209	66489
2395	263317	66378
2396	263422	66267
2397	263534	66158
2398	263628	66044
2399	263738	65934
2400	263891	65835
2401	263994	65723
2402	264092	65610
2403	264200	65500
2404	264302	65388
2405	264405	65277
2406	264519	65168
2407	264617	65055
2408	264719	64943
2409	264823	64832
2410	264919	64719
2411	265074	64620
2412	265181	64509
2413	265283	64397
2414	265390	64287
2415	265502	64177
2416	265601	64065
2417	265715	63956
2418	265827	63846
2419	265926	63734
2420	266032	63623
2421	266218	63531
2422	266330	63422
2423	266433	63310
2424	266544	63201
2425	266652	63090
2426	266751	62978
2427	266849	62865
2428	266965	62757
2429	267064	62644
2430	267235	62549
2431	267346	62439
2432	267444	62326
2433	267554	62216
2434	267645	62102
2435	267752	61991
2436	267852	61879
2437	267954	61767
2438	268055	61655
2439	268177	61548
2440	268291	61439
2441	268468	61345
2442	268574	61234
2443	268684	61124
2444	268782	61011
2445	269043	60936
2446	269154	60826
2447	269253	60714
2448	269359	60603
2449	269529	60506
2450	269625	60393
2451	269724	60280
2452	269833	60170
2453	269941	60060
2454	270056	59951
2455	270150	59837
2456	270255	59726
2457	270364	59616
2458	270471	59505
2459	270641	59409
2460	270767	59302
2461	270866	59190
2462	270979	59080
2463	271085	58969
2464	271196	58860
2465	271316	58752
2466	271429	58642
2467	271540	58533
2468	271655	58424
2469	271848	58331
2470	271965	58223
2471	272060	58110
2472	272167	57999
2473	272286	57891
2474	272397	57781
2475	272513	57672
2476	272631	57564
2477	272738	57453
2478	272903	57354
2479	273015	57245
2480	273115	57132
2481	273222	57022
2482	273324	56910
2483	273427	56798
2484	273543	56690
2485	273646	56578
2486	273746	56466
2487	273847	56354
2488	274020	56257
2489	274129	56147
2490	274236	56036
2491	274340	55924
2492	274457	55816
2493	274561	55705
2494	274670	55594
2495	274775	55483
2496	274884	55373
2497	275007	55265
2498	275192	55170
2499	275301	55060
2500	275410	54949
2501	275539	54843
2502	275635	54730
2503	275739	54619
2504	275848	54509
2505	275949	54397
2506	276055	54286
2507	276170	54177
2508	276404	54091
2509	276514	53980
2510	276615	53868
2511	276721	53758
2512	276823	53646
2513	276935	53536
2514	277046	53426
2515	277153	53315
2516	277264	53205
2517	277365	53093
2518	277526	52993
2519	277630	52881
2520	277745	52772
2521	277859	52663
2522	277960	52551
2523	278081	52443
2524	278184	52331
2525	278293	52221
2526	278398	52110
2527	278509	52000
2528	278663	51898
2529	278774	51788
2530	278872	51675
2531	278968	51562
2532	279074	51451
2533	279177	51340
2534	279278	51228
2535	279378	51116
2536	279480	51004
2537	279591	50894
2538	279745	50792
2539	279857	50682
2540	279958	50571
2541	280064	50460
2542	280165	50348
2543	280265	50236
2544	280372	50125
2545	280489	50016
2546	280595	49905
2547	280694	49793
2548	280859	49693
2549	280976	49584
2550	281077	49472
2551	281176	49360
2552	281293	49251
2553	281395	49139
2554	281512	49030
2555	281619	48919
2556	281718	48807
2557	281822	48696
2558	281986	48595
2559	282084	48483
2560	282211	48375
2561	282318	48265
2562	282427	48154
2563	282566	48049
2564	282660	47936
2565	282792	47830
2566	282925	47723
2567	283098	47624
2568	283191	47510
2569	283312	47402
2570	283414	47290
2571	283517	47179
2572	283618	47067
2573	283713	46954
2574	283806	46841
2575	283914	46731
2576	284017	46619
2577	284114	46507
2578	284286	46407
2579	284404	46298
2580	284504	46186
2581	284600	46073
2582	284713	45964
2583	284823	45853
2584	284936	45744
2585	285051	45634
2586	285148	45522
2587	285328	45423
2588	285426	45311
2589	285532	45200
2590	285635	45088
2591	285731	44976
2592	285844	44866
2593	285964	44757
2594	286069	44646
2595	286172	44535
2596	286275	44423
2597	286452	44324
2598	286560	44213
2599	286665	44102
2600	286768	43991
2601	286871	43879
2602	286975	43768
2603	287073	43656
2604	287178	43545
2605	287305	43437
2606	287422	43328
2607	287579	43225
2608	287691	43115
2609	287790	43003
2610	287908	42894
2611	288024	42784
2612	288124	42672
2613	288214	42559
2614	288319	42448
2615	288432	42338
2616	288532	42226
2617	288701	42125
2618	288821	42016
2619	288988	41914
2620	289100	41804
2621	289213	41694
2622	289306	41581
2623	289419	41471
2624	289535	41362
2625	289633	41250
2626	289732	41138
2627	289970	41046
2628	290083	40936
2629	290200	40826
2630	290311	40716
2631	290418	40605
2632	290515	40493
2633	290629	40383
2634	290736	40272
2635	290842	40161
2636	291002	40058
2637	291120	39949
2638	291219	39837
2639	291352	39729
2640	291467	39620
2641	291577	39509
2642	291699	39400
2643	291810	39290
2644	291911	39179
2645	292012	39067
2646	292182	38965
2647	292296	38855
2648	292406	38744
2649	292524	38635
2650	292662	38528
2651	292777	38418
2652	292875	38306
2653	292973	38194
2654	293077	38083
2655	293250	37981
2656	293361	37870
2657	293463	37759
2658	293606	37653
2659	293744	37546
2660	293871	37437
2661	293971	37326
2662	294083	37215
2663	294199	37106
2664	294251	36988
2665	294419	36885
2666	294523	36774
2667	294643	36664
2668	294786	36558
2669	294890	36447
2670	295000	36336
2671	295106	36225
2672	295205	36113
2673	295316	36003
2674	295515	35903
2675	295615	35791
2676	295723	35681
2677	295821	35569
2678	295934	35459
2679	296038	35347
2680	296141	35236
2681	296237	35124
2682	296340	35013
2683	296461	34903
2684	296563	34792
2685	296732	34688
2686	296848	34578
2687	296955	34468
2688	297059	34356
2689	297163	34245
2690	297265	34134
2691	297375	34023
2692	297481	33912
2693	297584	33801
2694	297699	33691
2695	297863	33586
2696	297967	33475
2697	298074	33364
2698	298184	33254
2699	298276	33141
2700	298391	33031
2701	298508	32922
2702	298606	32810
2703	298712	32699
2704	298821	32588
2705	298997	32485
2706	299100	32374
2707	299208	32263
2708	299319	32152
2709	299421	32041
2710	299525	31930
2711	299626	31818
2712	299742	31708
2713	299840	31597
2714	299939	31485
2715	300103	31380
2716	300214	31270
2717	300311	31158
2718	300411	31046
2719	300507	30934
2720	300623	30824
2721	300731	30713
2722	300833	30602
2723	300939	30491
2724	301036	30379
2725	301202	30274
2726	301310	30164
2727	301416	30053
2728	301521	29942
2729	301629	29831
2730	301745	29721
2731	301852	29610
2732	301933	29497
2733	302037	29386
2734	302137	29274
2735	302380	29177
2736	302497	29067
2737	302597	28955
2738	302693	28843
2739	302796	28732
2740	302894	28620
2741	302995	28509
2742	303097	28398
2743	303192	28286
2744	303291	28174
2745	303393	28063
2746	303574	27959
2747	303694	27849
2748	303800	27738
2749	303912	27628
2750	304010	27516
2751	304127	27406
2752	304239	27296
2753	304345	27185
2754	304456	27075
2755	304558	26963
2756	304728	26858
2757	304840	26748
2758	304944	26637
2759	305051	26526
2760	305156	26415
2761	305258	26303
2762	305366	26193
2763	305474	26082
2764	305571	25970
2765	305676	25859
2766	305856	25755
2767	305952	25643
2768	306047	25531
2769	306149	25420
2770	306257	25309
2771	306385	25200
2772	306501	25090
2773	306604	24979
2774	306714	24868
2775	306913	24765
2776	307018	24654
2777	307129	24543
2778	307245	24433
2779	307355	24323
2780	307469	24212
2781	307573	24101
2782	307669	23990
2783	307766	23878
2784	307877	23767
2785	308044	23661
2786	308155	23551
2787	308266	23440
2788	308368	23329
2789	308478	23218
2790	308582	23107
2791	308683	22996
2792	308796	22886
2793	308914	22776
2794	309028	22665
2795	309185	22558
2796	309294	22447
2797	309411	22337
2798	309529	22227
2799	309560	22111
2800	309668	22000
2801	309774	21889
2802	309878	21778
2803	309977	21667
2804	310079	21556
2805	310181	21445
2806	310350	21338
2807	310460	21228
2808	310560	21116
2809	310662	21005
2810	310779	20895
2811	310887	20784
2812	310994	20673
2813	311100	20563
2814	311207	20452
2815	311320	20341
2816	311503	20236
2817	311600	20124
2818	311717	20014
2819	311825	19903
2820	311926	19792
2821	312027	19681
2822	312126	19570
2823	312237	19459
2824	312333	19348
2825	312437	19237
2826	312616	19130
2827	312715	19019
2828	312822	18908
2829	312935	18798
2830	313039	18687
2831	313147	18576
2832	313256	18465
2833	313363	18355
2834	313469	18244
2835	313581	18133
2836	313754	18026
2837	313856	17915
2838	313963	17804
2839	314083	17694
2840	314178	17583
2841	314278	17472
2842	314384	17361
2843	314487	17250
2844	314584	17139
2845	314696	17028
2846	314936	16924
2847	315043	16814
2848	315147	16703
2849	315297	16594
2850	315417	16484
2851	315529	16373
2852	315642	16263
2853	315750	16152
2854	315863	16042
2855	316045	15935
2856	316148	15824
2857	316258	15713
2858	316364	15602
2859	316489	15492
2860	316599	15381
2861	316708	15271
2862	316821	15160
2863	316925	15049
2864	317033	14938
2865	317293	14835
2866	317424	14725
2867	317531	14614
2868	317635	14503
2869	317755	14393
2870	317848	14281
2871	317971	14171
2872	318074	14060
2873	318185	13949
2874	318363	13841
2875	318476	13731
2876	318574	13619
2877	318666	13508
2878	318764	13397
2879	318858	13285
2880	318959	13174
2881	319066	13063
2882	319189	12953
2883	319297	12842
2884	319481	12734
2885	319586	12623
2886	319685	12512
2887	319786	12401
2888	319890	12290
2889	319996	12179
2890	320099	12068
2891	320200	11957
2892	320302	11846
2893	320406	11735
2894	320499	11624
2895	320672	11515
2896	320778	11404
2897	320885	11294
2898	320992	11183
2899	321091	11072
2900	321202	10961
2901	321306	10850
2902	321417	10739
2903	321515	10628
2904	321626	10517
2905	321812	10409
2906	321925	10298
2907	322027	10187
2908	322142	10077
2909	322245	9966
2910	322346	9855
2911	322457	9744
2912	322559	9633
2913	322677	9523
2914	322892	9415
2915	323007	9304
2916	323112	9193
2917	323216	9082
2918	323329	8972
2919	323433	8861
2920	323541	8750
2921	323646	8639
2922	323753	8528
2923	323853	8417
2924	324022	8308
2925	324143	8197
2926	324245	8086
2927	324343	7975
2928	324391	7863
2929	324489	7752
2930	324592	7641
2931	324690	7530
2932	324800	7419
2933	324898	7308
2934	325000	7197
2935	325155	7087
2936	325266	6977
2937	325388	6866
2938	325488	6755
2939	325598	6644
2940	325688	6533
2941	325790	6422
2942	325908	6312
2943	326010	6201
2944	326106	6090
2945	326373	5982
2946	326487	5871
2947	326589	5760
2948	326693	5649
2949	326794	5538
2950	326899	5428
2951	327009	5317
2952	327109	5206
2953	327213	5095
2954	327330	4984
2955	327517	4875
2956	327618	4764
2957	327729	4653
2958	327835	4542
2959	327934	4431
2960	328061	4320
2961	328172	4210
2962	328284	4099
2963	328390	3988
2964	328487	3877
2965	328699	3767
2966	328910	3658
2967	329011	3547
2968	329116	3436
2969	329219	3325
2970	329325	3214
2971	329428	3103
2972	329524	2992
2973	329650	2881
2974	329820	2771
2975	329923	2660
2976	330020	2549
2977	330127	2438
2978	330219	2327
2979	330338	2217
2980	330445	2106
2981	330550	1995
2982	330655	1884
2983	330760	1773
2984	330853	1662
2985	331029	1552
2986	331121	1441
2987	331233	1330
2988	331343	1219
2989	331456	1108
2990	331551	997
2991	331658	886
2992	331754	775
2993	331849	665
2994	331962	554
2995	332144	443
2996	332255	332
2997	332362	221
2998	332459	110
2999	332561	0
