iter	RMSE
316	5.571179226
317	5.551941195
318	5.52985332
319	5.50758584
320	5.485892099
321	5.464494937
322	5.444723839
323	5.423514484
324	5.402120796
325	5.386185262
326	5.365996507
327	5.346813832
328	5.327240277
329	5.309756172
330	5.291423495
331	5.273742571
332	5.258048059
333	5.239591653
334	5.219246837
335	5.203758325
336	5.185918476
337	5.169568542
338	5.151622367
339	5.135088938
340	5.116764238
341	5.100972662
342	5.083031355
343	5.064977304
344	5.047621285
345	5.030409863
346	5.013703033
347	4.99843407
348	4.981898775
349	4.964391269
350	4.948051103
351	4.931954814
352	4.918022586
353	4.902032147
354	4.885268231
355	4.873937267
356	4.860208041
357	4.844327754
358	4.829197144
359	4.815900114
360	4.8019552
361	4.788055895
362	4.776607379
363	4.763370313
364	4.752750843
365	4.742721774
366	4.732936819
367	4.72042876
368	4.707698277
369	4.694903607
370	4.682267197
371	4.668860894
372	4.658021276
373	4.644703712
374	4.631359845
375	4.617088321
376	4.604699246
377	4.591921708
378	4.580369069
379	4.568796334
380	4.558164321
381	4.546491069
382	4.536449827
383	4.527547963
384	4.516147255
385	4.504635923
386	4.492666629
387	4.479849095
388	4.469835985
389	4.458037326
390	4.445953625
391	4.43323348
392	4.422433257
393	4.413456853
394	4.403511843
395	4.394996035
396	4.385539173
397	4.37815497
398	4.367273273
399	4.356946195
400	4.348018659
401	4.339506728
402	4.329294606
403	4.319614405
404	4.309188314
405	4.298793355
406	4.290597549
407	4.280516901
408	4.270435687
409	4.2607761
410	4.253696916
411	4.245436903
412	4.238355423
413	4.228671288
414	4.220871372
415	4.213571067
416	4.204704212
417	4.195470492
418	4.186926875
419	4.178756197
420	4.169839764
421	4.161642432
422	4.15395463
423	4.144874414
424	4.136253321
425	4.130312337
426	4.122451337
427	4.116500546
428	4.109389653
429	4.102049048
430	4.094732216
431	4.088528952
432	4.080407734
433	4.073220503
434	4.067093685
435	4.058938591
436	4.051720531
437	4.046447245
438	4.038576547
439	4.032326114
440	4.024709814
441	4.016534796
442	4.009738753
443	4.005699271
444	3.999099877
445	3.99237825
446	3.985850419
447	3.979537342
448	3.973824675
449	3.967436762
450	3.959420598
451	3.953240152
452	3.945751025
453	3.93883275
454	3.933824562
455	3.929404882
456	3.924062414
457	3.918006787
458	3.912330365
459	3.905698427
460	3.899838316
461	3.892794939
462	3.886417361
463	3.881103153
464	3.874526845
465	3.868369116
466	3.863144162
467	3.857242666
468	3.852254181
469	3.847758054
470	3.841995341
471	3.837204418
472	3.833689281
473	3.829275344
474	3.824016261
475	3.818339474
476	3.814885393
477	3.810025348
478	3.804219346
479	3.799690019
480	3.795402782
481	3.789908497
482	3.785592262
483	3.7797769
484	3.775084625
485	3.771203019
486	3.767169035
487	3.762355018
488	3.757740169
489	3.753300969
490	3.748663505
491	3.744034175
492	3.739762031
493	3.734382969
494	3.730707357
495	3.726190294
496	3.721499838
497	3.717346725
498	3.712206299
499	3.707639801
500	3.702277939
501	3.696748005
502	3.691922361
503	3.687331129
504	3.683412351
505	3.678236688
506	3.673738143
507	3.669657954
508	3.665722583
509	3.661867027
510	3.658412526
511	3.654190397
512	3.650355677
513	3.647058406
514	3.644122897
515	3.63931697
516	3.635484043
517	3.630571703
518	3.626114145
519	3.621434689
520	3.617623033
521	3.613099852
522	3.60880806
523	3.604790415
524	3.60010397
525	3.597175932
526	3.593011739
527	3.58963712
528	3.586682141
529	3.582021959
530	3.577570438
531	3.574669263
532	3.572164311
533	3.568815135
534	3.565914477
535	3.561974155
536	3.557484555
537	3.554079596
538	3.551112677
539	3.548062553
540	3.544865964
541	3.540299556
542	3.537476101
543	3.535077478
544	3.532231801
545	3.528909286
546	3.525725124
547	3.523711929
548	3.521770297
549	3.518477552
550	3.514378729
551	3.510037809
552	3.505781923
553	3.502711417
554	3.498843671
555	3.496180979
556	3.491734065
557	3.488199728
558	3.485794049
559	3.482720205
560	3.481601953
561	3.478034973
562	3.474406032
563	3.470501979
564	3.46815371
565	3.465008778
566	3.461484737
567	3.458511438
568	3.456500361
569	3.453030733
570	3.450744315
571	3.448332794
572	3.4454974
573	3.443158848
574	3.439630178
575	3.435279982
576	3.432365513
577	3.428561931
578	3.425584701
579	3.421801987
580	3.420232702
581	3.418760663
582	3.416444903
583	3.413647302
584	3.410754485
585	3.408369351
586	3.404605558
587	3.401291631
588	3.398462523
589	3.396470314
590	3.393067079
591	3.391457335
592	3.389656922
593	3.387701121
594	3.384900456
595	3.38199262
596	3.379257846
597	3.378070487
598	3.375808304
599	3.373473382
600	3.371550658
601	3.368874294
602	3.366835206
603	3.36423237
604	3.362279254
605	3.359840571
606	3.357815452
607	3.355853631
608	3.352853218
609	3.350575198
610	3.347952789
611	3.346915837
612	3.343854844
613	3.34090796
614	3.33832358
615	3.335696806
616	3.332641847
617	3.330387098
618	3.328400222
619	3.32562749
620	3.323947343
621	3.321918081
622	3.319895532
623	3.317335672
624	3.315916814
625	3.314396715
626	3.312810237
627	3.310756574
628	3.308284946
629	3.305828838
630	3.303309256
631	3.302427272
632	3.300796116
633	3.298221715
634	3.296584926
635	3.293659868
636	3.291373299
637	3.289680299
638	3.287254938
639	3.284486625
640	3.282409171
641	3.279730483
642	3.276819283
643	3.275599736
644	3.273766064
645	3.271852103
646	3.270678711
647	3.269263914
648	3.268972696
649	3.267724982
650	3.265413579
651	3.26323486
652	3.261490436
653	3.259120792
654	3.25739997
655	3.25488928
656	3.253870681
657	3.252085456
658	3.24988325
659	3.248219913
660	3.24683993
661	3.244859684
662	3.243749728
663	3.240816316
664	3.239181389
665	3.23730207
666	3.235219696
667	3.232436162
668	3.230125629
669	3.228283896
670	3.226872699
671	3.224174371
672	3.222553497
673	3.220669494
674	3.220102075
675	3.218670171
676	3.217084571
677	3.214477456
678	3.21268423
679	3.210063999
680	3.208509495
681	3.206653194
682	3.205158232
683	3.202562541
684	3.200292322
685	3.197972825
686	3.195175423
687	3.192913221
688	3.191110645
689	3.188764001
690	3.186305241
691	3.184782058
692	3.183273528
693	3.181283531
694	3.179290929
695	3.177094286
696	3.175940724
697	3.174732758
698	3.173182463
699	3.171056792
700	3.169102343
701	3.167022894
702	3.165696096
703	3.163998181
704	3.162696695
705	3.160468919
706	3.159484851
707	3.159034457
708	3.157767569
709	3.155524954
710	3.152907271
711	3.150245485
712	3.148153998
713	3.146687539
714	3.145927561
715	3.143330487
716	3.141285777
717	3.139470615
718	3.138295459
719	3.13652614
720	3.134713982
721	3.133414621
722	3.131926572
723	3.131306302
724	3.129225765
725	3.128169704
726	3.126545376
727	3.124866901
728	3.122790834
729	3.121064339
730	3.119398185
731	3.118153108
732	3.11638827
733	3.114834432
734	3.113811632
735	3.112246325
736	3.110470346
737	3.109698168
738	3.108662484
739	3.107481781
740	3.105954567
741	3.104261249
742	3.103448508
743	3.101383449
744	3.100289804
745	3.099589794
746	3.097898576
747	3.095904489
748	3.094965891
749	3.093191168
750	3.092175489
751	3.090937858
752	3.090015408
753	3.088548627
754	3.087421149
755	3.085928479
756	3.085297543
757	3.083551495
758	3.082083041
759	3.080117402
760	3.079850317
761	3.078514412
762	3.077947668
763	3.077789446
764	3.076091943
765	3.074525235
766	3.0734702
767	3.072026086
768	3.070903361
769	3.06892207
770	3.06780315
771	3.066613607
772	3.065002416
773	3.063088695
774	3.060945573
775	3.059951561
776	3.05887627
777	3.058139152
778	3.057215762
779	3.05666759
780	3.054820301
781	3.054040378
782	3.051721888
783	3.051184696
784	3.049900228
785	3.049347912
786	3.047656359
787	3.045724146
788	3.044175272
789	3.042522048
790	3.041652756
791	3.040464416
792	3.039536543
793	3.038756471
794	3.038054897
795	3.036334591
796	3.033602534
797	3.032708426
798	3.032028218
799	3.029959159
800	3.028772761
801	3.027820978
802	3.027077634
803	3.026144412
804	3.024616089
805	3.023510493
806	3.022103191
807	3.020106376
808	3.01956841
809	3.017755073
810	3.017551102
811	3.016342745
812	3.014517841
813	3.0123559
814	3.010042366
815	3.009819158
816	3.009070357
817	3.006940826
818	3.004780074
819	3.003277697
820	3.001969424
821	3.000882015
822	2.999483113
823	2.998313396
824	2.996611197
825	2.995173527
826	2.993449585
827	2.993100541
828	2.991343917
829	2.989007567
830	2.988063034
831	2.987643998
832	2.986499469
833	2.984809654
834	2.983052203
835	2.981523799
836	2.980706383
837	2.979485521
838	2.978162642
839	2.976306336
840	2.974703213
841	2.973789356
842	2.972723782
843	2.972051273
844	2.971303975
845	2.970260469
846	2.969225315
847	2.967765407
848	2.966303546
849	2.965459728
850	2.963968032
851	2.96191961
852	2.960880152
853	2.959869835
854	2.959296155
855	2.958365689
856	2.957471401
857	2.957230185
858	2.956388817
859	2.95551236
860	2.953686188
861	2.952557175
862	2.951563025
863	2.950181151
864	2.94824668
865	2.946862207
866	2.945322854
867	2.943887427
868	2.942065327
869	2.940049841
870	2.938428346
871	2.93718629
872	2.9361765
873	2.9355161
874	2.934613536
875	2.933994549
876	2.933565503
877	2.932294526
878	2.931501805
879	2.930137478
880	2.929008327
881	2.928528014
882	2.928088546
883	2.926957863
884	2.925313544
885	2.923951065
886	2.922414948
887	2.921305022
888	2.920668367
889	2.919384247
890	2.917590529
891	2.916469416
892	2.915203754
893	2.914102716
894	2.913258091
895	2.912025769
896	2.910633848
897	2.91035289
898	2.909558451
899	2.908378783
900	2.907060303
901	2.905760645
902	2.904530807
903	2.903717035
904	2.902681347
905	2.901752784
906	2.899739109
907	2.899223353
908	2.898211648
909	2.897354079
910	2.89702799
911	2.896265276
912	2.894409213
913	2.893196061
914	2.892623936
915	2.891244705
916	2.890480582
917	2.889042088
918	2.887364226
919	2.8868083
920	2.886525634
921	2.885499544
922	2.884146923
923	2.883189936
924	2.882179359
925	2.88064084
926	2.879446898
927	2.879001985
928	2.87891132
929	2.877599529
930	2.877103925
931	2.875680297
932	2.874423004
933	2.873481658
934	2.873031558
935	2.871868958
936	2.871073969
937	2.87053739
938	2.869064343
939	2.868758544
940	2.868611011
941	2.867186667
942	2.865993389
943	2.864036768
944	2.862627428
945	2.86231861
946	2.861457739
947	2.861161212
948	2.859428799
949	2.858981501
950	2.858067869
951	2.857184396
952	2.856474912
953	2.855960362
954	2.855403419
955	2.853937204
956	2.852618814
957	2.852276334
958	2.852068505
959	2.850837411
960	2.850155146
961	2.848635318
962	2.847698656
963	2.84717582
964	2.8468731
965	2.846233087
966	2.84531722
967	2.843454033
968	2.842682771
969	2.841603972
970	2.840426902
971	2.839506518
972	2.838041526
973	2.836115964
974	2.834326467
975	2.832753129
976	2.831667441
977	2.831030444
978	2.829693771
979	2.828717649
980	2.828127354
981	2.828032417
982	2.827429148
983	2.826822997
984	2.826325323
985	2.825859845
986	2.824213447
987	2.823376173
988	2.822538033
989	2.821317885
990	2.820893035
991	2.820579584
992	2.819386419
993	2.817871758
994	2.817218751
995	2.816684431
996	2.815179561
997	2.814311205
998	2.813620843
999	2.812518348
1000	2.811350486
1001	2.810120288
1002	2.809186175
1003	2.80763003
1004	2.807092527
1005	2.806166554
1006	2.805952878
1007	2.80535564
1008	2.803711307
1009	2.802651117
1010	2.80227637
1011	2.800972333
1012	2.800533363
1013	2.799957523
1014	2.798892105
1015	2.797922528
1016	2.796861586
1017	2.796668516
1018	2.795819024
1019	2.795171435
1020	2.794419193
1021	2.792892022
1022	2.790929529
1023	2.789651339
1024	2.788096676
1025	2.786721979
1026	2.785536071
1027	2.784243012
1028	2.782670561
1029	2.781006325
1030	2.779792479
1031	2.778169124
1032	2.776849975
1033	2.775562764
1034	2.774219035
1035	2.772341074
1036	2.770832588
1037	2.769470248
1038	2.768268504
1039	2.766935011
1040	2.765306625
1041	2.764015384
1042	2.762846896
1043	2.761158621
1044	2.759601763
1045	2.758399108
1046	2.75679692
1047	2.755724176
1048	2.754654153
1049	2.753746613
1050	2.752734934
1051	2.751479675
1052	2.750670792
1053	2.749543494
1054	2.748251902
1055	2.747097854
1056	2.745772453
1057	2.744612124
1058	2.743548354
1059	2.742416492
1060	2.740770315
1061	2.739756482
1062	2.738410657
1063	2.737491401
1064	2.736452397
1065	2.73515749
1066	2.733813257
1067	2.732833311
1068	2.731268501
1069	2.730462235
1070	2.729800342
1071	2.728646517
1072	2.727929641
1073	2.726591727
1074	2.72579184
1075	2.724603768
1076	2.723751414
1077	2.722342434
1078	2.721539611
1079	2.720434005
1080	2.719229997
1081	2.718181766
1082	2.717455358
1083	2.716181358
1084	2.714764271
1085	2.713195245
1086	2.711866855
1087	2.711329134
1088	2.710510975
1089	2.709502778
1090	2.708465394
1091	2.707451279
1092	2.706761824
1093	2.706475939
1094	2.705423379
1095	2.704530763
1096	2.703203009
1097	2.702678303
1098	2.701024775
1099	2.699745779
1100	2.69862449
1101	2.697535029
1102	2.696753197
1103	2.695490882
1104	2.694355983
1105	2.69350682
1106	2.692667453
1107	2.691786783
1108	2.690757772
1109	2.689634477
1110	2.689151125
1111	2.687990149
1112	2.686839578
1113	2.686438609
1114	2.685274966
1115	2.684200205
1116	2.68327449
1117	2.682093677
1118	2.681027481
1119	2.679567301
1120	2.678754108
1121	2.677991888
1122	2.677091723
1123	2.676203348
1124	2.675191495
1125	2.673919528
1126	2.672961639
1127	2.67214049
1128	2.671222768
1129	2.669948367
1130	2.669058387
1131	2.66807563
1132	2.667084949
1133	2.666019249
1134	2.664933086
1135	2.663527852
1136	2.662056858
1137	2.661331429
1138	2.660427627
1139	2.659274354
1140	2.658514759
1141	2.658059057
1142	2.657185007
1143	2.656236437
1144	2.655469513
1145	2.654689179
1146	2.654117523
1147	2.65350631
1148	2.652162112
1149	2.651184632
1150	2.650265912
1151	2.649566858
1152	2.648732885
1153	2.64749737
1154	2.6464936
1155	2.645605297
1156	2.644792036
1157	2.644374182
1158	2.643430489
1159	2.642017187
1160	2.640885929
1161	2.639589896
1162	2.638708397
1163	2.637781069
1164	2.63727117
1165	2.636995366
1166	2.636365532
1167	2.635327486
1168	2.634082411
1169	2.633315857
1170	2.632195145
1171	2.631144072
1172	2.630167899
1173	2.629682846
1174	2.628501662
1175	2.627449032
1176	2.626969056
1177	2.626514974
1178	2.625433956
1179	2.624265419
1180	2.623680301
1181	2.623028845
1182	2.622044845
1183	2.620820185
1184	2.620064218
1185	2.619931905
1186	2.619338012
1187	2.618334297
1188	2.617320866
1189	2.616741062
1190	2.615908578
1191	2.615350883
1192	2.614337463
1193	2.61373554
1194	2.612761208
1195	2.612518719
1196	2.611737331
1197	2.610821289
1198	2.609837329
1199	2.608965369
1200	2.608550737
1201	2.608087117
1202	2.60783519
1203	2.607689162
1204	2.60745263
1205	2.606850545
1206	2.606047815
1207	2.605213983
1208	2.604812767
1209	2.604301127
1210	2.603907726
1211	2.603147072
1212	2.602673933
1213	2.602205244
1214	2.601656959
1215	2.601089866
1216	2.600121943
1217	2.5992207
1218	2.59796298
1219	2.597821337
1220	2.597278156
1221	2.596569609
1222	2.596084435
1223	2.595137279
1224	2.594895964
1225	2.594148805
1226	2.593522625
1227	2.592753404
1228	2.591752112
1229	2.590961592
1230	2.590705184
1231	2.590573908
1232	2.58985
1233	2.588916703
1234	2.587799662
1235	2.587401465
1236	2.586938632
1237	2.586203405
1238	2.585255981
1239	2.584642941
1240	2.584321249
1241	2.583763134
1242	2.583489515
1243	2.583320669
1244	2.58232449
1245	2.581398343
1246	2.580925182
1247	2.58024384
1248	2.579705774
1249	2.578623593
1250	2.578052651
1251	2.577418633
1252	2.576940782
1253	2.576432401
1254	2.576079105
1255	2.575603246
1256	2.574804823
1257	2.574476725
1258	2.573494079
1259	2.572635071
1260	2.572168573
1261	2.571288914
1262	2.570799594
1263	2.570086594
1264	2.569277758
1265	2.568740865
1266	2.5681288
1267	2.567341503
1268	2.566834373
1269	2.566507172
1270	2.565970103
1271	2.565111098
1272	2.564393322
1273	2.563920724
1274	2.562806216
1275	2.562507214
1276	2.561318288
1277	2.560108092
1278	2.559403886
1279	2.559042504
1280	2.558269651
1281	2.557538141
1282	2.55711154
1283	2.556575371
1284	2.555840326
1285	2.55509929
1286	2.554830326
1287	2.554416473
1288	2.553522521
1289	2.55316957
1290	2.552101673
1291	2.551515668
1292	2.551112263
1293	2.550955635
1294	2.550158705
1295	2.549459994
1296	2.548317123
1297	2.54790315
1298	2.54774776
1299	2.546664884
1300	2.546221555
1301	2.545923161
1302	2.545743457
1303	2.54479848
1304	2.543976578
1305	2.542987967
1306	2.542118165
1307	2.54168524
1308	2.54090016
1309	2.540119701
1310	2.53961147
1311	2.539368477
1312	2.539108955
1313	2.538445072
1314	2.537959017
1315	2.537067283
1316	2.536640902
1317	2.536188565
1318	2.535316746
1319	2.534319852
1320	2.533304959
1321	2.532315404
1322	2.531951462
1323	2.531198912
1324	2.530541464
1325	2.530043584
1326	2.529249999
1327	2.528636274
1328	2.528091101
1329	2.527582994
1330	2.526940509
1331	2.526047121
1332	2.525255755
1333	2.524549379
1334	2.523967305
1335	2.523437782
1336	2.522583106
1337	2.521839724
1338	2.521509123
1339	2.520949695
1340	2.520169437
1341	2.519501635
1342	2.519211912
1343	2.519076524
1344	2.518371342
1345	2.517524304
1346	2.516543451
1347	2.516005432
1348	2.515539601
1349	2.514711582
1350	2.514149967
1351	2.51319546
1352	2.512734322
1353	2.512105593
1354	2.511953797
1355	2.511737674
1356	2.510797047
1357	2.510349782
1358	2.510065737
1359	2.509309894
1360	2.509029327
1361	2.508455699
1362	2.508104066
1363	2.507322313
1364	2.506982288
1365	2.506371081
1366	2.506049427
1367	2.505331566
1368	2.504801754
1369	2.504227986
1370	2.50367989
1371	2.502959106
1372	2.502500134
1373	2.502072872
1374	2.501809965
1375	2.501119384
1376	2.500640879
1377	2.499853803
1378	2.499086585
1379	2.498534454
1380	2.498015257
1381	2.497395189
1382	2.496735079
1383	2.496060836
1384	2.495175306
1385	2.493874063
1386	2.493192645
1387	2.492442556
1388	2.49196414
1389	2.491154138
1390	2.490411791
1391	2.489779416
1392	2.489140086
1393	2.488256723
1394	2.487897489
1395	2.487749576
1396	2.487484305
1397	2.486886969
1398	2.486135082
1399	2.485333746
1400	2.484656092
1401	2.484296234
1402	2.48338237
1403	2.482504082
1404	2.482243227
1405	2.481558599
1406	2.481155555
1407	2.480476202
1408	2.479857522
1409	2.479554579
1410	2.4790472
1411	2.478155213
1412	2.477464201
1413	2.476862067
1414	2.476171501
1415	2.475404364
1416	2.474986424
1417	2.474270863
1418	2.47365297
1419	2.47328074
1420	2.472973871
1421	2.471925773
1422	2.471600765
1423	2.471009382
1424	2.470040396
1425	2.469539074
1426	2.468555674
1427	2.46779795
1428	2.467154092
1429	2.466545005
1430	2.465890167
1431	2.465630862
1432	2.464742586
1433	2.46416038
1434	2.463297409
1435	2.462306146
1436	2.461833971
1437	2.460749362
1438	2.459884862
1439	2.459245278
1440	2.458136931
1441	2.457506501
1442	2.456906318
1443	2.456498576
1444	2.456370839
1445	2.455540075
1446	2.454929518
1447	2.454583302
1448	2.453811337
1449	2.452949231
1450	2.45247044
1451	2.452233001
1452	2.451065972
1453	2.450979171
1454	2.450420761
1455	2.450030412
1456	2.44916339
1457	2.448723736
1458	2.448071332
1459	2.44720677
1460	2.446328918
1461	2.446243584
1462	2.445593904
1463	2.445105079
1464	2.444818999
1465	2.444053493
1466	2.443373801
1467	2.44308016
1468	2.442354317
1469	2.441890526
1470	2.441240077
1471	2.440730301
1472	2.440069043
1473	2.439572535
1474	2.439089165
1475	2.438706758
1476	2.438159246
1477	2.437797917
1478	2.437043514
1479	2.436745062
1480	2.436419593
1481	2.436215058
1482	2.435817774
1483	2.435496533
1484	2.435297804
1485	2.435043467
1486	2.434861924
1487	2.434398738
1488	2.433504178
1489	2.43317513
1490	2.432439673
1491	2.432038426
1492	2.431576272
1493	2.431036359
1494	2.430378243
1495	2.429819891
1496	2.429364132
1497	2.428815931
1498	2.428048108
1499	2.427426893
1500	2.426128148
1501	2.425377313
1502	2.424836525
1503	2.424207385
1504	2.424007781
1505	2.423399565
1506	2.423261408
1507	2.422650718
1508	2.422184339
1509	2.421285272
1510	2.420914356
1511	2.420616558
1512	2.419888012
1513	2.419358574
1514	2.418920232
1515	2.418485698
1516	2.417993547
1517	2.417433083
1518	2.416932933
1519	2.416519883
1520	2.415712658
1521	2.414955995
1522	2.414621394
1523	2.414106287
1524	2.413452389
1525	2.413077292
1526	2.412468465
1527	2.412121528
1528	2.411182063
1529	2.410360322
1530	2.409853103
1531	2.409336673
1532	2.408940989
1533	2.408548741
1534	2.408276555
1535	2.407685685
1536	2.407291573
1537	2.407151849
1538	2.4065131
1539	2.405853115
1540	2.405729308
1541	2.405117287
1542	2.404496851
1543	2.403828807
1544	2.403489303
1545	2.40298971
1546	2.402547433
1547	2.402228087
1548	2.401906778
1549	2.401435394
1550	2.400739572
1551	2.399940498
1552	2.39926691
1553	2.398185747
1554	2.397438287
1555	2.396915321
1556	2.396345983
1557	2.395819088
1558	2.395483116
1559	2.394988924
1560	2.394366019
1561	2.393863549
1562	2.393258081
1563	2.392699113
1564	2.392180374
1565	2.391507902
1566	2.391352216
1567	2.390874185
1568	2.390493343
1569	2.39036957
1570	2.389785763
1571	2.389540574
1572	2.388889185
1573	2.388669479
1574	2.388081222
1575	2.387644341
1576	2.387183151
1577	2.386787182
1578	2.386286897
1579	2.38574571
1580	2.385506453
1581	2.384849733
1582	2.384410038
1583	2.383511026
1584	2.382755149
1585	2.382117843
1586	2.381429575
1587	2.38113668
1588	2.380532191
1589	2.379978501
1590	2.379576648
1591	2.379071732
1592	2.378631835
1593	2.378083007
1594	2.37767602
1595	2.377493863
1596	2.376916846
1597	2.376283843
1598	2.375925452
1599	2.375611628
1600	2.374729716
1601	2.374089313
1602	2.373874053
1603	2.373229327
1604	2.372588163
1605	2.37215924
1606	2.371632923
1607	2.370940754
1608	2.37057624
1609	2.370143818
1610	2.369836232
1611	2.369418208
1612	2.368897887
1613	2.368572434
1614	2.367995407
1615	2.367530998
1616	2.367241439
1617	2.366547938
1618	2.365748813
1619	2.365416448
1620	2.364600834
1621	2.364130782
1622	2.363781521
1623	2.363455557
1624	2.363031571
1625	2.362479495
1626	2.362070089
1627	2.361642522
1628	2.361161932
1629	2.360628652
1630	2.360321571
1631	2.359922524
1632	2.359621404
1633	2.358949913
1634	2.358661498
1635	2.358370312
1636	2.357590383
1637	2.357173528
1638	2.356108683
1639	2.355619291
1640	2.354974764
1641	2.354303359
1642	2.353830032
1643	2.3533483
1644	2.352642249
1645	2.352579934
1646	2.351867812
1647	2.351380793
1648	2.351139596
1649	2.350581855
1650	2.350020739
1651	2.349613262
1652	2.349303093
1653	2.348881582
1654	2.348352464
1655	2.347759833
1656	2.347541226
1657	2.347192472
1658	2.346357349
1659	2.345810955
1660	2.345545157
1661	2.345031239
1662	2.344265171
1663	2.343899071
1664	2.343506278
